id,title,solves,attempts,solve_ratio
1637,Removing Digits,53056,54185,0.9791639752699086
1638,Grid Paths I,49842,51308,0.9714274577064006
1158,Book Shop,44498,49132,0.905682650818204
1746,Array Description,32620,36389,0.8964247437412405
2413,Counting Towers,19636,20852,0.9416842509111836
1639,Edit Distance,32983,34855,0.9462917802323914
3403,Longest Common Subsequence,4910,5116,0.9597341673182174
1744,Rectangle Cutting,27423,29978,0.9147708319434252
3359,Minimal Grid Path,2030,4015,0.5056039850560399
1745,Money Sums,32505,33804,0.9615725949591765
1097,Removal Game,18739,25995,0.7208693979611464
1093,Two Sets II,25612,27682,0.9252221660284662
3314,Mountain Range,1412,2771,0.5095633345362685
1145,Increasing Subsequence,26247,29534,0.8887045439154873
1140,Projects,17986,20212,0.8898674055016822
1653,Elevator Rides,11292,14348,0.7870086423194871
2181,Counting Tilings,6579,7205,0.9131158917418459
2220,Counting Numbers,8852,10077,0.8784360424729583
1748,Increasing Subsequence II,3101,3566,0.8696017947279865
1192,Counting Rooms,48836,51426,0.9496363707074242
1193,Labyrinth,33574,40610,0.8267421817286382
1666,Building Roads,42677,44265,0.9641251553145826
1667,Message Route,36597,38138,0.9595941056164455
1668,Building Teams,34530,36528,0.9453022339027596
1669,Round Trip,27389,29962,0.9141245577731794
1194,Monsters,18426,22008,0.8372410032715376
1671,Shortest Routes I,29766,33111,0.8989761710609767
1672,Shortest Routes II,24199,27310,0.8860856829000366
1673,High Score,14407,20960,0.6873568702290076
1195,Flight Discount,18913,22357,0.8459542872478418
1197,Cycle Finding,13414,16672,0.8045825335892515
1196,Flight Routes,13013,14588,0.8920345489443378
1678,Round Trip II,14992,16933,0.8853717592866002
1679,Course Schedule,19771,20997,0.941610706291375
1680,Longest Flight Route,13628,17240,0.7904872389791183
1681,Game Routes,15479,16682,0.927886344563002
1202,Investigation,11445,12350,0.9267206477732793
1750,Planets Queries I,9882,11685,0.8456996148908857
1160,Planets Queries II,3537,4494,0.7870493991989319
1751,Planets Cycles,6100,6840,0.8918128654970761
1675,Road Reparation,15100,15763,0.9579394785256614
1676,Road Construction,16410,16955,0.9678560896490711
1682,Flight Routes Check,13437,14639,0.917890566295512
1683,Planets and Kingdoms,10764,11161,0.9644297105994086
1684,Giant Pizza,4389,4854,0.904202719406675
1686,Coin Collector,6909,7723,0.8946005438301178
1691,Mail Delivery,5818,6394,0.9099155458242102
1692,De Bruijn Sequence,3028,3174,0.9540012602394455
1693,Teleporters Path,4366,5068,0.8614838200473559
1690,Hamiltonian Flights,6604,7570,0.8723910171730516
1689,Knight's Tour,2463,3011,0.8180006642311525
1694,Download Speed,4336,5947,0.7291071128299983
1695,Police Chase,3471,3930,0.883206106870229
1696,School Dance,3848,4085,0.9419828641370869
1711,Distinct Routes,2624,3482,0.7535898908673176
1646,Static Range Sum Queries,33606,35136,0.9564549180327869
1647,Static Range Minimum Queries,23725,25448,0.9322933039924552
1648,Dynamic Range Sum Queries,24666,25801,0.9560094569977908
1649,Dynamic Range Minimum Queries,22406,22959,0.9759135850864584
1650,Range Xor Queries,23189,23511,0.986304283101527
1651,Range Update Queries,18230,19615,0.9293907723680856
1652,Forest Queries,18668,19401,0.9622184423483325
1143,Hotel Queries,13143,14025,0.9371122994652407
1749,List Removals,10958,11569,0.9471864465381623
1144,Salary Queries,8006,10265,0.7799318071115441
2166,Prefix Sum Queries,6876,7491,0.9179014817781338
2206,Pizzeria Queries,5557,5784,0.9607538035961273
3304,Visible Buildings Queries,811,890,0.9112359550561798
3163,Range Interval Queries,641,850,0.7541176470588236
1190,Subarray Sum Queries,6774,7389,0.9167681688997158
3226,Subarray Sum Queries II,870,896,0.9709821428571429
1734,Distinct Values Queries,6153,7708,0.7982615464452517
3356,Distinct Values Queries II,514,588,0.8741496598639455
2416,Increasing Array Queries,2379,2737,0.8691998538545853
1664,Movie Festival Queries,1094,1220,0.8967213114754098
1739,Forest Queries II,4087,4415,0.9257078142695356
1735,Range Updates and Sums,5358,6429,0.8334111059262715
1736,Polynomial Queries,3962,4667,0.8489393614741804
1737,Range Queries and Copies,2825,3042,0.9286653517422748
2184,Missing Coin Sum Queries,517,702,0.7364672364672364
1674,Subordinates,28213,30226,0.9334017071395487
1130,Tree Matching,15902,18611,0.8544409220353555
1131,Tree Diameter,22932,24364,0.9412247578394353
1132,Tree Distances I,17364,18728,0.9271678769756514
1133,Tree Distances II,14283,14905,0.9582690372358269
1687,Company Queries I,15849,16719,0.9479633949398888
1688,Company Queries II,14852,15606,0.9516852492631039
1135,Distance Queries,13549,14567,0.9301160156518158
1136,Counting Paths,8369,8912,0.9390709156193896
1137,Subtree Queries,10114,10815,0.9351826167360148
1138,Path Queries,8075,8573,0.941910649714219
2134,Path Queries II,3197,4880,0.6551229508196721
1139,Distinct Colors,7802,8650,0.9019653179190752
2079,Finding a Centroid,6294,6567,0.9584285061671997
2080,Fixed-Length Paths I,2928,3841,0.7623014839885447
2081,Fixed-Length Paths II,1360,2562,0.5308352849336456
2164,Josephus Queries,4254,5367,0.7926215762996087
1095,Exponentiation,22239,23787,0.9349224366250473
1712,Exponentiation II,15809,19035,0.8305227213028632
1713,Counting Divisors,20195,22850,0.8838074398249453
1081,Common Divisors,13262,15496,0.8558337635518843
1082,Sum of Divisors,7347,11158,0.6584513353647607
2182,Divisor Analysis,5006,6747,0.7419593893582332
2185,Prime Multiples,5695,6706,0.8492394870265434
2417,Counting Coprime Pairs,3695,4352,0.8490349264705882
3396,Next Prime,964,1098,0.8779599271402551
1079,Binomial Coefficients,9292,10360,0.8969111969111969
1715,Creating Strings II,7875,8345,0.9436788496105453
1716,Distributing Apples,7602,8198,0.9272993413027568
1717,Christmas Party,6015,6488,0.9270961775585697
3397,Permutation Order,451,459,0.9825708061002179
3398,Permutation Rounds,451,504,0.8948412698412699
2064,Bracket Sequences I,4164,4550,0.9151648351648352
2187,Bracket Sequences II,2165,2498,0.866693354683747
2209,Counting Necklaces,1989,2161,0.9204072188801481
2210,Counting Grids,1618,1733,0.9336410848240047
1722,Fibonacci Numbers,6502,8203,0.7926368401804218
1096,Throwing Dice,3370,3673,0.9175061257827389
1723,Graph Paths I,3197,3433,0.9312554616953103
1724,Graph Paths II,2669,2801,0.952873973580864
3154,System of Linear Equations,222,244,0.9098360655737705
3355,Sum of Four Squares,357,416,0.8581730769230769
3406,Triangle Number Sums,298,371,0.8032345013477089
1725,Dice Probability,2904,3139,0.9251353934374005
1726,Moving Robots,1485,1575,0.9428571428571428
1727,Candy Lottery,1151,2712,0.4244100294985251
1728,Inversion Probability,383,2086,0.18360498561840843
1729,Stick Game,3215,3292,0.9766099635479951
1730,Nim Game I,4245,4410,0.9625850340136054
1098,Nim Game II,3367,3516,0.9576222980659841
1099,Stair Game,2279,2481,0.9185812172511084
2207,Grundy's Game,1550,2045,0.7579462102689487
2208,Another Game,1770,1912,0.9257322175732218
1731,Word Combinations,5313,7807,0.6805431023440502
1753,String Matching,10453,14152,0.738623516110797
1732,Finding Borders,7612,8351,0.9115076038797749
1733,Finding Periods,5411,6166,0.8775543301978592
1110,Minimal Rotation,2619,4069,0.6436470877365446
1111,Longest Palindrome,3985,5311,0.7503295048013556
3138,All Palindromes,322,361,0.8919667590027701
1112,Required Substring,1491,2326,0.6410146173688736
2420,Palindrome Queries,1888,2214,0.8527551942186089
2102,Finding Patterns,1727,2497,0.6916299559471366
2103,Counting Patterns,1626,2039,0.7974497302599314
2104,Pattern Positions,1364,1680,0.8119047619047619
2105,Distinct Substrings,1559,1871,0.8332442544094067
1149,Distinct Subsequences,954,1020,0.9352941176470588
2106,Repeating Substring,1677,1975,0.8491139240506329
2107,String Functions,1485,1558,0.9531450577663672
3225,Inverse Suffix Array,119,135,0.8814814814814815
1113,String Transform,469,577,0.8128249566724437
2108,Substring Order I,1062,1198,0.8864774624373957
2109,Substring Order II,704,910,0.7736263736263737
2110,Substring Distribution,982,1073,0.9151910531220876
2189,Point Location Test,6648,7460,0.8911528150134048
2190,Line Segment Intersection,3963,5025,0.7886567164179105
2191,Polygon Area,4629,4921,0.9406624669782565
2192,Point in Polygon,2507,3211,0.7807536592961695
2193,Polygon Lattice Points,2140,2221,0.9635299414678073
2194,Minimum Euclidean Distance,1860,2605,0.7140115163147792
2195,Convex Hull,3081,3690,0.8349593495934959
3410,Maximum Manhattan Distances,305,313,0.9744408945686901
3411,All Manhattan Distances,314,341,0.9208211143695014
1740,Intersection Points,1796,1935,0.9281653746770026
3427,Line Segments Trace I,176,179,0.9832402234636871
3428,Line Segments Trace II,134,141,0.950354609929078
3429,Lines and Queries I,189,197,0.9593908629441624
3430,Lines and Queries II,160,167,0.9580838323353293
1741,Area of Rectangles,1012,1131,0.8947833775419982
1742,Robot Path,279,487,0.5728952772073922
1628,Meet in the Middle,6121,8662,0.7066497344724082
2136,Hamming Distance,3011,3280,0.9179878048780488
3360,Corner Subgrid Check,194,278,0.697841726618705
2137,Corner Subgrid Count,2110,2367,0.8914237431347698
2138,Reachable Nodes,2080,2246,0.9260908281389136
2143,Reachability Queries,1391,1652,0.8420096852300242
2072,Cut and Paste,1388,1549,0.8960619754680439
2073,Substring Reversals,1212,1327,0.9133383571966842
2074,Reversals and Sums,1220,1322,0.9228441754916793
2076,Necessary Roads,1779,1823,0.9758639605046626
2077,Necessary Cities,1650,1737,0.9499136442141624
2078,Eulerian Subgraphs,730,771,0.9468223086900129
2084,Monster Game I,1057,1179,0.8965224766751484
2085,Monster Game II,939,1012,0.9278656126482213
2086,Subarray Squares,1236,1481,0.8345712356515868
2087,Houses and Schools,691,831,0.8315282791817088
2088,Knuth Division,830,946,0.8773784355179705
2111,Apples and Bananas,902,986,0.9148073022312373
2112,One Bit Positions,749,824,0.9089805825242718
2113,Signal Processing,687,743,0.9246298788694481
2101,New Roads Queries,1969,2419,0.8139727159983464
2133,Dynamic Connectivity,884,1006,0.878727634194831
2121,Parcel Delivery,670,752,0.8909574468085106
2129,Task Assignment,778,829,0.9384800965018094
2130,Distinct Routes II,514,595,0.8638655462184874
3220,Sliding Window Sum,2350,2461,0.9548963835839089
3221,Sliding Window Minimum,1823,2090,0.8722488038277512
3426,Sliding Window Xor,1827,1847,0.9891716296697347
3405,Sliding Window Or,773,1418,0.5451339915373766
3222,Sliding Window Distinct Values,1497,1515,0.9881188118811881
3224,Sliding Window Mode,1084,1133,0.9567519858781994
3219,Sliding Window Mex,969,1022,0.9481409001956947
1076,Sliding Window Median,12759,14614,0.8730669221294649
1077,Sliding Window Cost,8512,9829,0.866008749618476
3223,Sliding Window Inversions,585,621,0.9420289855072463
3227,Sliding Window Advertisement,107,177,0.6045197740112994
3112,Hidden Integer,1053,1081,0.9740980573543015
3139,Hidden Permutation,483,581,0.8313253012048193
3305,K-th Highest Score,187,230,0.8130434782608695
3228,Permuted Binary Strings,270,277,0.9747292418772563
3273,Colored Chairs,229,240,0.9541666666666667
3140,Inversion Sorting,138,147,0.9387755102040817
1146,Counting Bits,3932,5019,0.7834229926280135
1655,Maximum Xor Subarray,2433,2709,0.8981173864894795
3191,Maximum Xor Subset,429,473,0.9069767441860465
3211,Number of Subset Xors,380,390,0.9743589743589743
3192,K Subset Xors,190,223,0.852017937219731
3233,All Subarray Xors,143,210,0.680952380952381
2419,Xor Pyramid Peak,1685,2078,0.8108758421559191
3194,Xor Pyramid Diagonal,160,183,0.8743169398907104
3195,Xor Pyramid Row,133,152,0.875
1654,SOS Bit Problem,1713,1834,0.9340239912758996
3141,And Subset Count,194,198,0.9797979797979798
2214,Inverse Inversions,1200,1270,0.9448818897637795
2215,Monotone Subsequences,727,852,0.8532863849765259
3422,Third Permutation,196,227,0.8634361233480177
3423,Permutation Prime Sums,196,208,0.9423076923076923
1697,Chess Tournament,1042,1202,0.8668885191347754
3424,Distinct Sums Grid,58,96,0.6041666666666666
2423,Filling Trominos,217,369,0.5880758807588076
2418,Grid Path Construction,108,405,0.26666666666666666
3303,Nearest Shops,359,473,0.758985200845666
1134,Prüfer Code,1335,1449,0.9213250517598344
1702,Tree Traversals,1047,1159,0.903364969801553
1757,Course Schedule II,1633,2345,0.6963752665245203
1756,Acyclic Graph Edges,1991,2115,0.941371158392435
2177,Strongly Connected Edges,1365,1515,0.900990099009901
2179,Even Outdegree Edges,1190,1397,0.8518253400143164
1707,Graph Girth,2998,3449,0.869237460133372
3357,Fixed Length Walk Queries,196,208,0.9423076923076923
3111,Transfer Speeds Sum,206,211,0.976303317535545
3407,MST Edge Check,271,291,0.9312714776632303
3408,MST Edge Set Check,118,130,0.9076923076923077
3409,MST Edge Cost,195,204,0.9558823529411765
1677,Network Breakdown,877,929,0.9440258342303552
3114,Tree Coin Collecting I,164,176,0.9318181818181818
3149,Tree Coin Collecting II,88,99,0.8888888888888888
1700,Tree Isomorphism I,1006,1155,0.870995670995671
1701,Tree Isomorphism II,800,922,0.8676789587852495
1699,Flight Route Requests,421,509,0.8271119842829077
1703,Critical Cities,368,558,0.6594982078853047
1203,Visiting Cities,604,805,0.7503105590062111
3308,Graph Coloring,108,129,0.8372093023255814
3158,Bus Companies,138,141,0.9787234042553191
3358,Split into Two Paths,53,89,0.5955056179775281
1704,Network Renovation,850,1130,0.7522123893805309
1705,Forbidden Cities,718,947,0.7581837381203802
1752,Creating Offices,374,484,0.7727272727272727
1685,New Flight Routes,279,744,0.375
3413,Filled Subgrid Count I,265,296,0.8952702702702703
3414,Filled Subgrid Count II,134,160,0.8375
3415,All Letter Subgrid Count I,68,109,0.6238532110091743
3416,All Letter Subgrid Count II,59,68,0.8676470588235294
3417,Border Subgrid Count I,49,89,0.550561797752809
3418,Border Subgrid Count II,58,65,0.8923076923076924
3400,Raab Game II,53,63,0.8412698412698413
1080,Empty String,1428,1743,0.8192771084337349
2229,Permutation Inversions,910,1001,0.9090909090909091
2176,Counting Bishops,345,387,0.8914728682170543
2228,Counting Sequences,576,622,0.9260450160771704
1078,Grid Paths II,682,850,0.8023529411764706
1075,Counting Permutations,793,901,0.8801331853496115
2429,Grid Completion,193,247,0.7813765182186235
2421,Counting Reorders,200,296,0.6756756756756757
3232,Tournament Graph Distribution,57,59,0.9661016949152542
3157,Collecting Numbers Distribution,65,66,0.9848484848484849
2415,Functional Graph Distribution,213,266,0.8007518796992481
1087,Shortest Subsequence,2764,3668,0.7535441657579062
3150,Distinct Values Sum,323,333,0.96996996996997
3190,Distinct Values Splits,225,239,0.9414225941422594
1670,Swap Game,1861,2363,0.7875581887431231
3175,Beautiful Permutation II,132,182,0.7252747252747253
2422,Multiplication Table,5857,6559,0.8929714895563348
3151,Bubble Sort Rounds I,164,185,0.8864864864864865
3152,Bubble Sort Rounds II,81,90,0.9
3306,Nearest Campsites I,82,94,0.8723404255319149
3307,Nearest Campsites II,78,88,0.8863636363636364
1142,Advertisement,3878,4114,0.9426349052017501
2186,Special Substrings,888,973,0.9126413155190134
3169,Counting LCM Arrays,137,148,0.9256756756756757
3193,Square Subsets,114,129,0.8837209302325582
3294,Subarray Sum Constraints,92,102,0.9019607843137255
3213,Water Containers Moves,78,80,0.975
3214,Water Containers Queries,99,102,0.9705882352941176
2425,Stack Weights,527,622,0.8472668810289389
3301,Maximum Average Subarrays,73,80,0.9125
3302,Subsets with Fixed Average,100,110,0.9090909090909091
3361,Two Array Average,93,108,0.8611111111111112
1747,Pyramid Array,646,783,0.8250319284802043
3404,Permutation Subsequence,120,122,0.9836065573770492
1188,Bit Inversions,2112,2418,0.8734491315136477
1086,Writing Numbers,677,733,0.9236016371077762
2427,Letter Pair Move Game,176,255,0.6901960784313725
1147,Maximum Building I,1891,1977,0.9564997470915528
1162,Sorting Methods,713,764,0.9332460732984293
1191,Cyclic Array,1040,1187,0.8761583824768323
2414,List of Sums,422,553,0.7631103074141049
3215,Bouncing Ball Steps,113,123,0.9186991869918699
3216,Bouncing Ball Cycle,44,62,0.7096774193548387
3218,Knight Moves Queries,73,85,0.8588235294117647
3108,K Subset Sums I,82,114,0.7192982456140351
3109,K Subset Sums II,47,60,0.7833333333333333
2132,Increasing Array II,726,839,0.865315852205006
1189,Food Division,483,571,0.8458844133099825
1698,Swap Round Sorting,382,472,0.809322033898305
2430,Binary Subsequences,257,384,0.6692708333333334
1706,School Excursion,1224,1303,0.9393706830391404
1709,Coin Grid,747,885,0.8440677966101695
3312,Grid Coloring II,74,95,0.7789473684210526
2426,Programmers and Artists,464,608,0.7631578947368421
2174,Removing Digits II,190,433,0.4387990762124711
2180,Coin Arrangement,287,392,0.7321428571428571
3159,Replace with Difference,58,72,0.8055555555555556
2432,Grid Puzzle I,464,511,0.9080234833659491
2131,Grid Puzzle II,410,452,0.9070796460176991
2115,Bit Substrings,333,412,0.808252427184466
2075,Reversal Sorting,315,385,0.8181818181818182
1159,Book Shop II,1040,1202,0.8652246256239601
3161,GCD Subsets,212,219,0.9680365296803652
3402,Minimum Cost Pairs,49,66,0.7424242424242424
3425,Same Sum Subsets,60,96,0.625
1157,Mex Grid Queries,766,905,0.8464088397790055
1148,Maximum Building II,388,481,0.8066528066528067
1161,Stick Divisions,3485,4097,0.8506224066390041
3401,Stick Difference,18,118,0.15254237288135594
1665,Coding Company,1300,1721,0.7553747821034282
2402,Two Stacks Sorting,149,463,0.32181425485961124
